UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Maik_Crypto BALDOMERA,@maikelsani,2021-10-02T06:18:08.000Z,"Maik_Crypto BALDOMERA
@maikelsani
·
Oct 2, 2021","Replying to 
@PeterSchiff
 @CNBC
 and 
@chamath
Don't stop printing Monopoly papers assholes 
#BITCOIN #HODL
GIF
ALT",🔼 🔼 🤣 🤣 😎,,,,['https://pbs.twimg.com/tweet_video_thumb/FArGhG_XMAE-R0b.jpg'],https://twitter.com/maikelsani/status/1444184910126800897
